quality,psnr,bpp
1.0,23.185898065466187,0.1916083916083916
2.0,23.19491617394076,0.19198982835346473
3.0,23.877969662825326,0.20851875397329941
4.0,25.10440657633535,0.22886204704386523
5.0,26.25124966142391,0.25327399872854417
6.0,27.136712889034875,0.2746344564526383
7.0,27.847546367618463,0.2958677685950413
8.0,28.427025213362683,0.3108709472345836
9.0,28.89147068531017,0.32994278448823905
10.0,29.294695457367176,0.347488874761602
11.0,29.69625616267113,0.3624920534011443
12.0,30.006265175281463,0.3782581055308328
13.0,30.33418520257909,0.39567705022250477
14.0,30.644211359147242,0.4087730451366815
15.0,30.873301588744255,0.42453909726637
16.0,31.13239466278781,0.4362364907819453
17.0,31.341269334957772,0.4478067387158296
18.0,31.576473027145212,0.46115702479338844
19.0,31.76702788249478,0.4743801652892562
20.0,31.953433961437703,0.48480610298792115
21.0,32.138840755692684,0.49853782581055306
22.0,32.34776015559366,0.5104895104895105
23.0,32.5127376808244,0.5218054672600128
24.0,32.68811603763274,0.5341385886840432
25.0,32.87834299737363,0.5482517482517483
26.0,33.02064373118309,0.5562619198982836
27.0,33.20119828258115,0.5697393515575334
28.0,33.368548009550665,0.5819453273998728
29.0,33.47644326928832,0.5900826446280992
30.0,33.64112764516429,0.6003814367450732
31.0,33.756188347292934,0.6134774316592498
32.0,33.913248184102585,0.6222504767959314
33.0,34.052493352683896,0.635092180546726
34.0,34.14622985877407,0.642212333121424
35.0,34.29176015310886,0.6553083280356008
36.0,34.41993701173355,0.6652256834075015
37.0,34.49814830737338,0.6720915448188175
38.0,34.64095083940672,0.6868404322949777
39.0,34.72542018986093,0.6933248569612206
40.0,34.79564228696327,0.6989192625556262
41.0,34.96910993877394,0.7120152574698029
42.0,35.028557821363115,0.7182453909726637
43.0,35.134808100395595,0.726509853782581
44.0,35.27138051197411,0.737062937062937
45.0,35.33131035216809,0.7429116338207248
46.0,35.447770069649316,0.7529561347743166
47.0,35.51758873519252,0.7580419580419581
48.0,35.569838098425734,0.7689764780673871
49.0,35.687013885931506,0.778766687857597
50.0,35.73107879466893,0.7839796567069295
51.0,35.777650555683984,0.7832167832167832
52.0,35.881870613949346,0.7954227590591227
53.0,35.95763778062616,0.8087730451366815
54.0,36.03868813905271,0.814113159567705
55.0,36.11582969017096,0.8227590591226955
56.0,36.219989603008614,0.8331849968213605
57.0,36.311205387430846,0.8461538461538461
58.0,36.40796036985139,0.856071201525747
59.0,36.48514341654682,0.8650985378258106
60.0,36.57841352978309,0.873871582962492
61.0,36.6849477322492,0.8841703750794659
62.0,36.78574174452323,0.8949777495232041
63.0,36.89448300572629,0.9126509853782581
64.0,36.983153473838144,0.9190082644628099
65.0,37.11912398118533,0.9347743165924984
66.0,37.2329928457837,0.9476160203432931
67.0,37.339221231899714,0.9567705022250477
68.0,37.47103543271101,0.9786395422759059
69.0,37.58525012146435,0.9919898283534647
70.0,37.72879018608473,1.0148760330578512
71.0,37.86966503215626,1.0297520661157025
72.0,37.99916905928059,1.0434837889383344
73.0,38.14175760141066,1.0648442466624284
74.0,38.34244363642216,1.0948506039415131
75.0,38.443785226697585,1.1034965034965034
76.0,38.62373929186657,1.1261284170375079
77.0,38.85239654170357,1.1630006357279083
78.0,39.030896685455524,1.193388429752066
79.0,39.22934278534828,1.213858868404323
80.0,39.461220893439204,1.2434837889383343
81.0,39.729906248377695,1.280483153210426
82.0,39.94312060739821,1.312778130959949
83.0,40.20075687595521,1.3626191989828353
84.0,40.441758902953055,1.4029243483788938
85.0,40.710430111084,1.4372536554354736
86.0,41.08304447085538,1.5098537825810554
87.0,41.360889634121285,1.5485060394151304
88.0,41.788036408276795,1.6251748251748253
89.0,42.15865116978812,1.6860775588048316
90.0,42.606585330083306,1.7871582962492054
91.0,43.053454039230076,1.8741258741258742
92.0,43.557529281647774,1.9585505403687222
93.0,44.22314197250253,2.1240940877304513
94.0,44.957862544200395,2.3361729179911
95.0,45.8405483707491,2.565034965034965
96.0,47.037219719663746,2.863191354100445
97.0,48.51748289554592,3.238270820089002
98.0,51.406947565118216,3.702352193261284
99.0,57.53572550285274,4.216910362364908
100.0,60.89555279662492,4.5459631277813095
