quality,psnr,bpp
1.0,23.853580855599347,0.1592394533571004
2.0,23.85391915556319,0.15935828877005348
3.0,24.293808386192527,0.16957813428401664
4.0,25.70314306012061,0.18645276292335117
5.0,26.716845293327975,0.20784313725490197
6.0,27.474922147361998,0.22745098039215686
7.0,28.156645771481273,0.24468211527035055
8.0,28.7029524730642,0.2667855020796197
9.0,29.279630611525434,0.28817587641117054
10.0,29.634892532920233,0.3158645276292335
11.0,30.134952468583293,0.3295306001188354
12.0,30.429269520311053,0.3455733808674985
13.0,30.852558993170295,0.37932263814616757
14.0,31.159069838920207,0.3849079025549614
15.0,31.428298210531047,0.3910873440285205
16.0,31.65248509179003,0.4112893642305407
17.0,31.90930238691675,0.465359477124183
18.0,32.23767057928103,0.4701128936423054
19.0,32.4387637176783,0.47534165181224003
20.0,32.69595342804247,0.47843137254901963
21.0,32.84378435432723,0.4815210932857992
22.0,32.988724646568095,0.4894830659536542
23.0,33.097267184009915,0.5001782531194295
24.0,33.232141704850285,0.528698752228164
25.0,33.34189069401534,0.5937017231134878
26.0,33.64237921409315,0.6299465240641712
27.0,33.91944886957903,0.635650623885918
28.0,34.19287565722723,0.6390968508615568
29.0,34.3740235079354,0.6412358882947118
30.0,34.554296857785744,0.6493166963755199
31.0,34.74621499858561,0.6552584670231729
32.0,34.90593270501671,0.6581105169340463
33.0,35.114717560175194,0.661319073083779
34.0,35.176841287039636,0.6623885918003565
35.0,35.278684785719,0.671182412358883
36.0,35.38666255144446,0.67534165181224
37.0,35.42243473253086,0.6790255496137849
38.0,35.541035096098035,0.6903149138443256
39.0,35.61917294982873,0.6960190136660724
40.0,35.64423514462598,0.6957813428401664
41.0,35.73083522963832,0.7016042780748664
42.0,35.752114220705394,0.7031491384432561
43.0,35.78006360817049,0.7035056446821153
44.0,35.824914331686024,0.7133689839572193
45.0,35.837306711185974,0.7260843731431966
46.0,35.859551063883856,0.7423648247177659
47.0,35.864356633191996,0.764349376114082
48.0,35.8886454980306,0.8191325014854427
49.0,35.94671947976003,0.9310754604872252
50.0,36.061234772105614,0.9788472964943553
51.0,36.260622023506095,0.9941770647653001
52.0,36.81407288809734,1.0437314319667261
53.0,37.11308687331565,1.0569221628045158
54.0,37.52269218643477,1.0597742127153893
55.0,37.910630266511845,1.061794414735591
56.0,38.36141113935251,1.065359477124183
57.0,38.74975999904346,1.071182412358883
58.0,39.21942912411022,1.0781937017231136
59.0,39.526284722604224,1.078906714200832
60.0,39.964679064331115,1.0809269162210338
61.0,40.484416765603385,1.0853238265002971
62.0,40.89350142505825,1.0906714200831849
63.0,41.36207512907069,1.0968508615567438
64.0,41.70797805393611,1.1036244800950683
65.0,42.15336630780239,1.1216874628639335
66.0,42.60331557465564,1.1317884729649434
67.0,43.138164868253035,1.1456922162804515
68.0,43.97417778427291,1.1666072489601902
69.0,44.612334345505076,1.17397504456328
70.0,45.917932282380356,1.1816993464052288
71.0,46.99519286029745,1.1919191919191918
72.0,48.23308895744152,1.1942959001782532
73.0,49.684525910478484,1.2072489601901366
74.0,58.2991762809036,1.2147355912061795
75.0,65.66408027526522,1.2150920974450385
76.0,53.1888110702302,1.2229352346999405
77.0,49.506828626749986,1.2368389780154485
78.0,48.513195662226906,1.2582293523469994
79.0,47.556597202999036,1.2650029708853239
80.0,47.007229248200716,1.2846108140225787
81.0,46.46085266557912,1.3005347593582888
82.0,45.96998391059014,1.3259655377302435
83.0,45.82502434741353,1.427807486631016
84.0,46.6614667348773,1.514795008912656
85.0,48.33608271149817,1.5448603683897801
86.0,51.446822618336434,1.6109328579916815
87.0,53.48636155706142,1.6272133095662507
88.0,53.81487281420431,1.659536541889483
89.0,51.360609183612844,1.6778371954842544
90.0,50.53076062425859,1.7278669043374926
91.0,53.566132858019245,1.7532976827094475
92.0,54.0172478414007,1.7926322043969103
93.0,54.084824054509596,2.0281639928698754
94.0,55.84815147521779,2.184551396316102
95.0,56.9817535716329,2.2896019013666074
96.0,57.68485640699028,2.4180629827688653
97.0,58.89406680434817,2.5793226381461674
98.0,60.20567988352076,2.6550207961972667
99.0,60.69515636363009,2.962091503267974
100.0,61.24292659303684,3.3060011883541294
