quality,psnr,bpp
1.0,23.053783587330337,0.1889138576779026
2.0,23.055439095866326,0.1889138576779026
3.0,23.46385313463895,0.19895131086142323
4.0,24.343649522750557,0.22067415730337078
5.0,25.24114511199704,0.24329588014981274
6.0,25.809768324320878,0.26636704119850185
7.0,26.49246646857799,0.2907865168539326
8.0,26.991585924446095,0.3107116104868914
9.0,27.34765585520143,0.33168539325842694
10.0,27.653846853862017,0.3541573033707865
11.0,28.0148924906452,0.37617977528089885
12.0,28.30662083588059,0.3943071161048689
13.0,28.54499299677098,0.4151310861423221
14.0,28.752059341186932,0.4322097378277154
15.0,28.971148553746392,0.4537827715355805
16.0,29.212404537835326,0.4747565543071161
17.0,29.41460751361292,0.49213483146067416
18.0,29.56360972116911,0.5119101123595505
19.0,29.73654927192799,0.5295880149812734
20.0,29.920528676446967,0.5457677902621723
21.0,30.1067654982179,0.5626966292134832
22.0,30.225433754193368,0.5799250936329589
23.0,30.38336281327698,0.59625468164794
24.0,30.5326515969505,0.6125842696629213
25.0,30.664328988739413,0.6314606741573033
26.0,30.807338946683814,0.6450936329588015
27.0,30.946971821622775,0.6599250936329588
28.0,31.062807783374318,0.6744569288389514
29.0,31.16736736159698,0.6870411985018726
30.0,31.309430623465,0.702621722846442
31.0,31.423436859024164,0.7164044943820225
32.0,31.512093849191587,0.730936329588015
33.0,31.635936303143104,0.7462172284644195
34.0,31.719106892384392,0.755056179775281
35.0,31.836467075067315,0.7728838951310861
36.0,31.941669287224975,0.7868164794007491
37.0,32.000789551708316,0.7949063670411985
38.0,32.107293108679656,0.8074906367041198
39.0,32.18055439760546,0.819625468164794
40.0,32.232378170037485,0.826067415730337
41.0,32.35965030086529,0.8435955056179776
42.0,32.41397694529884,0.8518352059925094
43.0,32.48395239116522,0.8621722846441947
44.0,32.58055013076802,0.8801498127340824
45.0,32.639197542977755,0.890187265917603
46.0,32.727021385554295,0.9050187265917603
47.0,32.78950109677294,0.9126591760299625
48.0,32.846740684975266,0.9262921348314607
49.0,32.94509001897351,0.942621722846442
50.0,33.00013219738516,0.9471161048689138
51.0,33.0552591351975,0.951310861423221
52.0,33.14564597787041,0.970936329588015
53.0,33.21165198633563,0.9844194756554308
54.0,33.284222903641066,0.9908614232209738
55.0,33.358330651800976,1.0035955056179775
56.0,33.43610543812363,1.0154307116104868
57.0,33.519104763001856,1.0322097378277153
58.0,33.60837518348014,1.0503370786516855
59.0,33.67568281426325,1.0614232209737828
60.0,33.76311301257585,1.0749063670411985
61.0,33.83984950205145,1.0940823970037452
62.0,33.92681088071316,1.1060674157303372
63.0,34.02913757610305,1.125692883895131
64.0,34.10111915351914,1.1390262172284644
65.0,34.22437936800427,1.1625468164794008
66.0,34.331260578319,1.180374531835206
67.0,34.44234114769381,1.1949063670411986
68.0,34.56452659649139,1.2224719101123596
69.0,34.66396336887745,1.239250936329588
70.0,34.80191612103533,1.2642696629213483
71.0,34.92485637344928,1.2897378277153557
72.0,35.050858207391414,1.3111610486891385
73.0,35.1647966318805,1.341573033707865
74.0,35.345361243891375,1.3779775280898876
75.0,35.44531748884589,1.3901123595505618
76.0,35.628070488693844,1.4259176029962546
77.0,35.83133095730561,1.476554307116105
78.0,35.989874672047826,1.5180524344569288
79.0,36.168710451534295,1.5480149812734083
80.0,36.385947811442215,1.5934082397003746
81.0,36.642548028902894,1.6447940074906366
82.0,36.86852246047978,1.685992509363296
83.0,37.12204066005399,1.7555056179775281
84.0,37.41070865643457,1.8113857677902623
85.0,37.70920907176407,1.8597752808988763
86.0,38.079062775464735,1.952808988764045
87.0,38.425611092811586,2.0112359550561796
88.0,38.87609891089322,2.115955056179775
89.0,39.35184040561759,2.197003745318352
90.0,39.90626990387388,2.326441947565543
91.0,40.484523272989605,2.43250936329588
92.0,41.169547643569814,2.546367041198502
93.0,42.013809151947456,2.74561797752809
94.0,43.033443689923416,2.9895131086142324
95.0,44.206468998470015,3.26936329588015
96.0,45.78309118374833,3.5934082397003744
97.0,47.64043913102291,3.9809737827715357
98.0,51.036007753108606,4.411535580524345
99.0,57.154552456399166,5.003445692883895
100.0,61.26149668267164,5.351161048689138
