quality,psnr,bpp
1.0,25.211059089592695,0.15798945082221533
2.0,25.214493259645447,0.15798945082221533
3.0,25.619930336257063,0.16431895749301892
4.0,26.96167788393217,0.17461991932981694
5.0,27.92519894101757,0.18578963698417622
6.0,28.823481978416886,0.19720757058641017
7.0,29.455359067937724,0.20763264039714552
8.0,29.94931575645918,0.22252559726962456
9.0,30.471517476918724,0.23642569035060504
10.0,30.833870803401545,0.2535525907539559
11.0,31.211474400879542,0.26310890474713
12.0,31.506290437447696,0.27390629847967735
13.0,31.861644286603156,0.2994725411107664
14.0,32.08933588713745,0.3031957803288861
15.0,32.30136030038144,0.3080359913124418
16.0,32.512639922122915,0.32367359602854484
17.0,32.77096938568007,0.36760781880235804
18.0,33.095903259653966,0.37033819422897923
19.0,33.32399529129524,0.3751784052125349
20.0,33.542681939625524,0.37641948495190813
21.0,33.686569316017035,0.3796462922742786
22.0,33.827984265204464,0.3852311511014583
23.0,33.93231194627696,0.39304995345950977
24.0,34.05824225826314,0.41439652497672974
25.0,34.16188882429011,0.46366739062984796
26.0,34.44787993726524,0.49630778777536455
27.0,34.69369070344989,0.49903816320198574
28.0,34.93821161178261,0.5031337263419174
29.0,35.08731756633372,0.5051194539249146
30.0,35.24334681435569,0.510207880856345
31.0,35.388970678151004,0.5139311200744647
32.0,35.5344934990118,0.5170338194228979
33.0,35.69522494107958,0.5195159789016445
34.0,35.741868703045434,0.5207570586410177
35.0,35.81329897963628,0.5248526217809494
36.0,35.88706502644277,0.5286999689730065
37.0,35.92052330999829,0.5321749922432516
38.0,36.02498235721931,0.5393732547316165
39.0,36.0902775769888,0.5437170338194229
40.0,36.10249136874208,0.5440893577412349
41.0,36.16032145664838,0.5496742165684145
42.0,36.188063080496995,0.5517840521253491
43.0,36.20546985195087,0.5515358361774744
44.0,36.232483889669794,0.5614644740924605
45.0,36.236842158456696,0.5710207880856345
46.0,36.248252693434246,0.5862860688799255
47.0,36.248781200397914,0.5983245423518461
48.0,36.27879298509961,0.6464784362395284
49.0,36.3295866880225,0.7343468817871548
50.0,36.46929662214619,0.7791498603785293
51.0,36.69875112562734,0.7942910331988831
52.0,37.21570001645411,0.8286689419795222
53.0,37.54200739412422,0.8435618988520013
54.0,37.93776494573329,0.8440583307477505
55.0,38.32335447624254,0.8460440583307478
56.0,38.78701789677913,0.8492708656531183
57.0,39.20323749434647,0.851877133105802
58.0,39.70031475130396,0.8574619919329817
59.0,40.044868957765004,0.8588271796462923
60.0,40.495849982701834,0.8605646912814149
61.0,41.02285579065495,0.86403971455166
62.0,41.44221347173093,0.8668941979522184
63.0,41.97684991942123,0.8722308408315235
64.0,42.37660710014716,0.8774433757368911
65.0,42.85504842626275,0.888861309339125
66.0,43.362826230657376,0.8973006515668631
67.0,43.936188005674104,0.9064846416382253
68.0,44.79928007495275,0.9218740304064537
69.0,45.477809325651755,0.9286999689730066
70.0,46.742610257947696,0.9336642879304995
71.0,47.903665906492485,0.941855414210363
72.0,49.068519941432925,0.9430964939497363
73.0,50.509996167909044,0.9526528079429103
74.0,59.1933735731054,0.9596028544834005
75.0,65.59788677816063,0.9596028544834005
76.0,53.99992396099271,0.9654359292584549
77.0,50.26940581470434,0.9748681352776916
78.0,49.1913948733329,0.9928637914986038
79.0,48.2826619076837,0.9968352466645982
80.0,47.6891582067616,1.012348743406764
81.0,47.023308619547215,1.0228979211914366
82.0,46.45915217779259,1.040273037542662
83.0,46.11829026710424,1.1219360843934223
84.0,47.06190536927227,1.197393732547316
85.0,48.89655321694234,1.221718895439032
86.0,52.17178031406892,1.2786844554762644
87.0,54.58315370150775,1.285013962147068
88.0,54.628034688106055,1.3107043127520943
89.0,52.015735610443805,1.3226186782500775
90.0,50.82379242450719,1.3630778777536456
91.0,53.948181586643614,1.380328886130934
92.0,54.79480856605184,1.4112317716413278
93.0,54.36828507189851,1.5885820663977661
94.0,56.69626638029328,1.717033819422898
95.0,57.46557273204468,1.7850449891405522
96.0,58.2976888087926,1.9002171889543904
97.0,59.60652604349566,2.0372323921811977
98.0,60.94740761172887,2.103754266211604
99.0,61.16949334460945,2.385479367049333
100.0,62.131140100053166,2.7117592305305616
